Level,Department,WhyGO ID,WhyGO Owner,Why Statement,Goal Statement,Status,Approved By,Outcome Description,Outcome Owner,Annual Target,Q1 Target,Q2 Target,Q3 Target,Q4 Target,Unit
Department,Production,dg_production_26_7wkp,Wayan Palmieri,"Production is the connective tissue between Sales promises, Generative execution, and client outcomes. Every client engagement lives or dies on four handoffs: (1) Sales closes, Production scopes in the platform; (2) Production requests pod resources from Generative; (3) Generative delivers back to Production for client; (4) Production delivers Closing Report to Sales for NPS, re-engagement, and case study creation. These handoffs must be tracked in the Production Platform—not Slack, not email, not tribal knowledge. We cannot scale to 20 clients without handoff discipline. We cannot win without them.",Establish and enforce a platform-tracked handoff system that scales Production from 6 to 20 active client engagements with measurable compliance across all four handoffs.,active,[],Handoff #2 Compliance (Prod→Gen),Wayan,N/A,80,90,95,100,text
Department,Production,dg_production_26_7wkp,Wayan Palmieri,"Production is the connective tissue between Sales promises, Generative execution, and client outcomes. Every client engagement lives or dies on four handoffs: (1) Sales closes, Production scopes in the platform; (2) Production requests pod resources from Generative; (3) Generative delivers back to Production for client; (4) Production delivers Closing Report to Sales for NPS, re-engagement, and case study creation. These handoffs must be tracked in the Production Platform—not Slack, not email, not tribal knowledge. We cannot scale to 20 clients without handoff discipline. We cannot win without them.",Establish and enforce a platform-tracked handoff system that scales Production from 6 to 20 active client engagements with measurable compliance across all four handoffs.,active,[],Handoff #3 Compliance (Gen→Prod),Wayan + Fill,N/A,80,90,95,100,text
Department,Production,dg_production_26_7wkp,Wayan Palmieri,"Production is the connective tissue between Sales promises, Generative execution, and client outcomes. Every client engagement lives or dies on four handoffs: (1) Sales closes, Production scopes in the platform; (2) Production requests pod resources from Generative; (3) Generative delivers back to Production for client; (4) Production delivers Closing Report to Sales for NPS, re-engagement, and case study creation. These handoffs must be tracked in the Production Platform—not Slack, not email, not tribal knowledge. We cannot scale to 20 clients without handoff discipline. We cannot win without them.",Establish and enforce a platform-tracked handoff system that scales Production from 6 to 20 active client engagements with measurable compliance across all four handoffs.,active,[],Handoff #4: Closing Reports delivered,Wayan,N/A,80,90,95,100,text
Department,Production,dg_production_26_7wkp,Wayan Palmieri,"Production is the connective tissue between Sales promises, Generative execution, and client outcomes. Every client engagement lives or dies on four handoffs: (1) Sales closes, Production scopes in the platform; (2) Production requests pod resources from Generative; (3) Generative delivers back to Production for client; (4) Production delivers Closing Report to Sales for NPS, re-engagement, and case study creation. These handoffs must be tracked in the Production Platform—not Slack, not email, not tribal knowledge. We cannot scale to 20 clients without handoff discipline. We cannot win without them.",Establish and enforce a platform-tracked handoff system that scales Production from 6 to 20 active client engagements with measurable compliance across all four handoffs.,active,[],Case study packages delivered,Wayan,N/A,2,4,6,8,text
Department,Production,dg_production_26_7wkp,Wayan Palmieri,"Production is the connective tissue between Sales promises, Generative execution, and client outcomes. Every client engagement lives or dies on four handoffs: (1) Sales closes, Production scopes in the platform; (2) Production requests pod resources from Generative; (3) Generative delivers back to Production for client; (4) Production delivers Closing Report to Sales for NPS, re-engagement, and case study creation. These handoffs must be tracked in the Production Platform—not Slack, not email, not tribal knowledge. We cannot scale to 20 clients without handoff discipline. We cannot win without them.",Establish and enforce a platform-tracked handoff system that scales Production from 6 to 20 active client engagements with measurable compliance across all four handoffs.,active,[],Avg. onboarding time (SOW → pod),Wayan,N/A,21,17,14,14,text
Department,Production,dg_production_26_fosm,Wayan Palmieri,"Production is the connective tissue between Sales promises, Generative execution, and client outcomes. Every client engagement lives or dies on four handoffs: (1) Sales closes, Production scopes in the platform; (2) Production requests pod resources from Generative; (3) Generative delivers back to Production for client; (4) Production delivers Closing Report to Sales for NPS, re-engagement, and case study creation. These handoffs must be tracked in the Production Platform—not Slack, not email, not tribal knowledge. We cannot scale to 20 clients without handoff discipline. We cannot win without them.",Establish and enforce a platform-tracked handoff system that scales Production from 6 to 20 active client engagements with measurable compliance across all four handoffs.,active,[],Active client engagements,Wayan,N/A,6,12,16,20,text
Department,Production,dg_production_26_fosm,Wayan Palmieri,"Production is the connective tissue between Sales promises, Generative execution, and client outcomes. Every client engagement lives or dies on four handoffs: (1) Sales closes, Production scopes in the platform; (2) Production requests pod resources from Generative; (3) Generative delivers back to Production for client; (4) Production delivers Closing Report to Sales for NPS, re-engagement, and case study creation. These handoffs must be tracked in the Production Platform—not Slack, not email, not tribal knowledge. We cannot scale to 20 clients without handoff discipline. We cannot win without them.",Establish and enforce a platform-tracked handoff system that scales Production from 6 to 20 active client engagements with measurable compliance across all four handoffs.,active,[],Handoff #1 Compliance (Sales→Prod),Wayan + Ben,N/A,80,90,95,100,text
Department,Production,dg_production_26_fosm,Wayan Palmieri,"Production is the connective tissue between Sales promises, Generative execution, and client outcomes. Every client engagement lives or dies on four handoffs: (1) Sales closes, Production scopes in the platform; (2) Production requests pod resources from Generative; (3) Generative delivers back to Production for client; (4) Production delivers Closing Report to Sales for NPS, re-engagement, and case study creation. These handoffs must be tracked in the Production Platform—not Slack, not email, not tribal knowledge. We cannot scale to 20 clients without handoff discipline. We cannot win without them.",Establish and enforce a platform-tracked handoff system that scales Production from 6 to 20 active client engagements with measurable compliance across all four handoffs.,active,[],Handoff #2 Compliance (Prod→Gen),Wayan,N/A,80,90,95,100,text
Department,Production,dg_production_26_fosm,Wayan Palmieri,"Production is the connective tissue between Sales promises, Generative execution, and client outcomes. Every client engagement lives or dies on four handoffs: (1) Sales closes, Production scopes in the platform; (2) Production requests pod resources from Generative; (3) Generative delivers back to Production for client; (4) Production delivers Closing Report to Sales for NPS, re-engagement, and case study creation. These handoffs must be tracked in the Production Platform—not Slack, not email, not tribal knowledge. We cannot scale to 20 clients without handoff discipline. We cannot win without them.",Establish and enforce a platform-tracked handoff system that scales Production from 6 to 20 active client engagements with measurable compliance across all four handoffs.,active,[],Handoff #3 Compliance (Gen→Prod),Wayan + Fill,N/A,80,90,95,100,text
Department,Production,dg_production_26_fosm,Wayan Palmieri,"Production is the connective tissue between Sales promises, Generative execution, and client outcomes. Every client engagement lives or dies on four handoffs: (1) Sales closes, Production scopes in the platform; (2) Production requests pod resources from Generative; (3) Generative delivers back to Production for client; (4) Production delivers Closing Report to Sales for NPS, re-engagement, and case study creation. These handoffs must be tracked in the Production Platform—not Slack, not email, not tribal knowledge. We cannot scale to 20 clients without handoff discipline. We cannot win without them.",Establish and enforce a platform-tracked handoff system that scales Production from 6 to 20 active client engagements with measurable compliance across all four handoffs.,active,[],Handoff #4: Closing Reports delivered,Wayan,N/A,80,90,95,100,text
Department,Production,dg_production_26_fosm,Wayan Palmieri,"Production is the connective tissue between Sales promises, Generative execution, and client outcomes. Every client engagement lives or dies on four handoffs: (1) Sales closes, Production scopes in the platform; (2) Production requests pod resources from Generative; (3) Generative delivers back to Production for client; (4) Production delivers Closing Report to Sales for NPS, re-engagement, and case study creation. These handoffs must be tracked in the Production Platform—not Slack, not email, not tribal knowledge. We cannot scale to 20 clients without handoff discipline. We cannot win without them.",Establish and enforce a platform-tracked handoff system that scales Production from 6 to 20 active client engagements with measurable compliance across all four handoffs.,active,[],Case study packages delivered,Wayan,N/A,2,4,6,8,text
Department,Production,dg_production_26_fosm,Wayan Palmieri,"Production is the connective tissue between Sales promises, Generative execution, and client outcomes. Every client engagement lives or dies on four handoffs: (1) Sales closes, Production scopes in the platform; (2) Production requests pod resources from Generative; (3) Generative delivers back to Production for client; (4) Production delivers Closing Report to Sales for NPS, re-engagement, and case study creation. These handoffs must be tracked in the Production Platform—not Slack, not email, not tribal knowledge. We cannot scale to 20 clients without handoff discipline. We cannot win without them.",Establish and enforce a platform-tracked handoff system that scales Production from 6 to 20 active client engagements with measurable compliance across all four handoffs.,active,[],Avg. onboarding time (SOW → pod),Wayan,N/A,21,17,14,14,text
Department,Production,dg_production_26_p67x,Wayan Palmieri,"Kartel's business model depends on clients continuously requesting jobs through the platform. We charge monthly fees ($25-50K minimum) because clients get ongoing value from their workflows. Production must deliver against client workflow agreements (e.g., 3-day turnaround) to prove the model works. High request volume + on-time delivery = retention + expansion. Enterprise buyers expect predictability; acquirers and investors care about margins.","Achieve 50% production margin, 90%+ on-time delivery against workflow SLAs, and growing client platform engagement.",active,[],Production Margin,Wayan,N/A,40,45,48,50,text
Department,Production,dg_production_26_p67x,Wayan Palmieri,"Kartel's business model depends on clients continuously requesting jobs through the platform. We charge monthly fees ($25-50K minimum) because clients get ongoing value from their workflows. Production must deliver against client workflow agreements (e.g., 3-day turnaround) to prove the model works. High request volume + on-time delivery = retention + expansion. Enterprise buyers expect predictability; acquirers and investors care about margins.","Achieve 50% production margin, 90%+ on-time delivery against workflow SLAs, and growing client platform engagement.",active,[],On-Time Delivery vs. Workflow SLA,Wayan,N/A,80,85,90,90,text
Department,Production,dg_production_26_p67x,Wayan Palmieri,"Kartel's business model depends on clients continuously requesting jobs through the platform. We charge monthly fees ($25-50K minimum) because clients get ongoing value from their workflows. Production must deliver against client workflow agreements (e.g., 3-day turnaround) to prove the model works. High request volume + on-time delivery = retention + expansion. Enterprise buyers expect predictability; acquirers and investors care about margins.","Achieve 50% production margin, 90%+ on-time delivery against workflow SLAs, and growing client platform engagement.",active,[],Client job requests submitted (platform),Wayan,N/A,Baseline,25,50,75,text
Department,Production,dg_production_26_p67x,Wayan Palmieri,"Kartel's business model depends on clients continuously requesting jobs through the platform. We charge monthly fees ($25-50K minimum) because clients get ongoing value from their workflows. Production must deliver against client workflow agreements (e.g., 3-day turnaround) to prove the model works. High request volume + on-time delivery = retention + expansion. Enterprise buyers expect predictability; acquirers and investors care about margins.","Achieve 50% production margin, 90%+ on-time delivery against workflow SLAs, and growing client platform engagement.",active,[],Client NPS Score (collected by Sales),Ben,N/A,Baseline,40,45,50,text
Department,Production,dg_production_26_plwh,Wayan Palmieri,"Each client pod requires a Producer. Pod 1 (Generative core team) is fully staffed as a fixed cost. Additional Producers, AI Generalists, and Preditors are funded by new revenue ($25-50K/month per enterprise client). Production must scale capacity in lockstep with client growth—not ahead, not behind. The target client-to-producer ratio is 4:1, but the actual sustainable ratio is unknown and must be discovered.","Scale Production capacity to support 20 clients by adding Producers proportional to revenue, while discovering and optimizing the sustainable client-to-producer ratio.",active,[],Producers on team,Wayan,N/A,3,4,5,5,text
Department,Production,dg_production_26_plwh,Wayan Palmieri,"Each client pod requires a Producer. Pod 1 (Generative core team) is fully staffed as a fixed cost. Additional Producers, AI Generalists, and Preditors are funded by new revenue ($25-50K/month per enterprise client). Production must scale capacity in lockstep with client growth—not ahead, not behind. The target client-to-producer ratio is 4:1, but the actual sustainable ratio is unknown and must be discovered.","Scale Production capacity to support 20 clients by adding Producers proportional to revenue, while discovering and optimizing the sustainable client-to-producer ratio.",active,[],Client-to-Producer ratio (actual),Wayan,N/A,Baseline,Track,Track,Target 4:1,text
Department,Production,dg_production_26_plwh,Wayan Palmieri,"Each client pod requires a Producer. Pod 1 (Generative core team) is fully staffed as a fixed cost. Additional Producers, AI Generalists, and Preditors are funded by new revenue ($25-50K/month per enterprise client). Production must scale capacity in lockstep with client growth—not ahead, not behind. The target client-to-producer ratio is 4:1, but the actual sustainable ratio is unknown and must be discovered.","Scale Production capacity to support 20 clients by adding Producers proportional to revenue, while discovering and optimizing the sustainable client-to-producer ratio.",active,[],Producer onboarding time (hire → independent),Wayan,N/A,Baseline,4,3,3,text
Department,Production,dg_production_26_plwh,Wayan Palmieri,"Each client pod requires a Producer. Pod 1 (Generative core team) is fully staffed as a fixed cost. Additional Producers, AI Generalists, and Preditors are funded by new revenue ($25-50K/month per enterprise client). Production must scale capacity in lockstep with client growth—not ahead, not behind. The target client-to-producer ratio is 4:1, but the actual sustainable ratio is unknown and must be discovered.","Scale Production capacity to support 20 clients by adding Producers proportional to revenue, while discovering and optimizing the sustainable client-to-producer ratio.",active,[],Producer job description & hiring criteria documented,Wayan,N/A,Done,—,—,—,text
Department,Production,dg_production_26_yik8,Wayan Palmieri,"Each client pod requires a Producer. Pod 1 (Generative core team) is fully staffed as a fixed cost. Additional Producers, AI Generalists, and Preditors are funded by new revenue ($25-50K/month per enterprise client). Production must scale capacity in lockstep with client growth—not ahead, not behind. The target client-to-producer ratio is 4:1, but the actual sustainable ratio is unknown and must be discovered.","Scale Production capacity to support 20 clients by adding Producers proportional to revenue, while discovering and optimizing the sustainable client-to-producer ratio.",active,[],Producers on team,Wayan,N/A,3,4,5,5,text
Department,Production,dg_production_26_yik8,Wayan Palmieri,"Each client pod requires a Producer. Pod 1 (Generative core team) is fully staffed as a fixed cost. Additional Producers, AI Generalists, and Preditors are funded by new revenue ($25-50K/month per enterprise client). Production must scale capacity in lockstep with client growth—not ahead, not behind. The target client-to-producer ratio is 4:1, but the actual sustainable ratio is unknown and must be discovered.","Scale Production capacity to support 20 clients by adding Producers proportional to revenue, while discovering and optimizing the sustainable client-to-producer ratio.",active,[],Client-to-Producer ratio (actual),Wayan,N/A,Baseline,Track,Track,Target 4:1,text
Department,Production,dg_production_26_yik8,Wayan Palmieri,"Each client pod requires a Producer. Pod 1 (Generative core team) is fully staffed as a fixed cost. Additional Producers, AI Generalists, and Preditors are funded by new revenue ($25-50K/month per enterprise client). Production must scale capacity in lockstep with client growth—not ahead, not behind. The target client-to-producer ratio is 4:1, but the actual sustainable ratio is unknown and must be discovered.","Scale Production capacity to support 20 clients by adding Producers proportional to revenue, while discovering and optimizing the sustainable client-to-producer ratio.",active,[],Producer onboarding time (hire → independent),Wayan,N/A,Baseline,4,3,3,text
Department,Production,dg_production_26_yik8,Wayan Palmieri,"Each client pod requires a Producer. Pod 1 (Generative core team) is fully staffed as a fixed cost. Additional Producers, AI Generalists, and Preditors are funded by new revenue ($25-50K/month per enterprise client). Production must scale capacity in lockstep with client growth—not ahead, not behind. The target client-to-producer ratio is 4:1, but the actual sustainable ratio is unknown and must be discovered.","Scale Production capacity to support 20 clients by adding Producers proportional to revenue, while discovering and optimizing the sustainable client-to-producer ratio.",active,[],Producer job description & hiring criteria documented,Wayan,N/A,Done,—,—,—,text
Department,Sales,dg_sales_26_45ky,Ben Kusin,PMF requires proving Kartel works for different industries. Client count and vertical diversity demonstrate market demand; revenue proves the business model works. We need to close $7M in 2026 while covering 5 key verticals with referenceable clients. Every new client validates the 70% Problem thesis and creates proof points for the next deal. Spec engagements (unpaid) still deliver value—they allow other teams to build use cases and discover capacity limits.,"Sign 18+ enterprise spec engagements across 5 verticals, convert 75%+ to paying clients, and close $7M in revenue by end of 2026.",draft,[],Spec engagements signed,Ben,N/A,4,10,14,18,text
Department,Sales,dg_sales_26_45ky,Ben Kusin,PMF requires proving Kartel works for different industries. Client count and vertical diversity demonstrate market demand; revenue proves the business model works. We need to close $7M in 2026 while covering 5 key verticals with referenceable clients. Every new client validates the 70% Problem thesis and creates proof points for the next deal. Spec engagements (unpaid) still deliver value—they allow other teams to build use cases and discover capacity limits.,"Sign 18+ enterprise spec engagements across 5 verticals, convert 75%+ to paying clients, and close $7M in revenue by end of 2026.",draft,[],Paying clients (post-spec),Ben,N/A,—,3,8,14,text
Department,Sales,dg_sales_26_45ky,Ben Kusin,PMF requires proving Kartel works for different industries. Client count and vertical diversity demonstrate market demand; revenue proves the business model works. We need to close $7M in 2026 while covering 5 key verticals with referenceable clients. Every new client validates the 70% Problem thesis and creates proof points for the next deal. Spec engagements (unpaid) still deliver value—they allow other teams to build use cases and discover capacity limits.,"Sign 18+ enterprise spec engagements across 5 verticals, convert 75%+ to paying clients, and close $7M in revenue by end of 2026.",draft,[],Verticals with 2+ paying clients,Ben,N/A,—,2,4,5,text
Department,Sales,dg_sales_26_45ky,Ben Kusin,PMF requires proving Kartel works for different industries. Client count and vertical diversity demonstrate market demand; revenue proves the business model works. We need to close $7M in 2026 while covering 5 key verticals with referenceable clients. Every new client validates the 70% Problem thesis and creates proof points for the next deal. Spec engagements (unpaid) still deliver value—they allow other teams to build use cases and discover capacity limits.,"Sign 18+ enterprise spec engagements across 5 verticals, convert 75%+ to paying clients, and close $7M in revenue by end of 2026.",draft,[],Revenue closed,Ben,N/A,1.5,3.5,5.5,7,text
Department,Sales,dg_sales_26_acmy,Ben Kusin,"Retention and expansion are cheaper than acquisition. NPS proves value to prospects and investors. Case studies are sales ammunition. If clients aren't successful and referenceable, PMF isn't proven—it's just revenue. Client success starts in the 2-month spec period and compounds through the full engagement.","Achieve 50+ NPS, publish 5 case studies, and retain 90%+ of clients past the spec period into full agreements.",draft,[],Client NPS Score,Ben,N/A,Baseline,40,45,50,text
Department,Sales,dg_sales_26_acmy,Ben Kusin,"Retention and expansion are cheaper than acquisition. NPS proves value to prospects and investors. Case studies are sales ammunition. If clients aren't successful and referenceable, PMF isn't proven—it's just revenue. Client success starts in the 2-month spec period and compounds through the full engagement.","Achieve 50+ NPS, publish 5 case studies, and retain 90%+ of clients past the spec period into full agreements.",draft,[],Case studies published,Ben,N/A,1,3,4,5,text
Department,Sales,dg_sales_26_acmy,Ben Kusin,"Retention and expansion are cheaper than acquisition. NPS proves value to prospects and investors. Case studies are sales ammunition. If clients aren't successful and referenceable, PMF isn't proven—it's just revenue. Client success starts in the 2-month spec period and compounds through the full engagement.","Achieve 50+ NPS, publish 5 case studies, and retain 90%+ of clients past the spec period into full agreements.",draft,[],Client retention (post-spec),Ben,N/A,Baseline,80,85,90,text
Department,Sales,dg_sales_26_emgv,Ben Kusin,"Sales can't scale on hero effort with a 2-person team. To hit 18+ clients and $7M, we need to build the team—SVP of Sales to lead, Account Managers to own client relationships (each AM can handle 2x the clients a Producer can). Clean handoffs protect margin and client trust. Accurate pipeline reporting enables Production capacity planning and Executive decision-making.","Build a sales team capable of scaling to 18+ clients, establish handoff discipline with Production, and deliver reliable pipeline forecasting to Executive team.",draft,[],Sales team built,Ben,N/A,SVP search,SVP + 1 AM,1,4,text
Department,Sales,dg_sales_26_emgv,Ben Kusin,"Sales can't scale on hero effort with a 2-person team. To hit 18+ clients and $7M, we need to build the team—SVP of Sales to lead, Account Managers to own client relationships (each AM can handle 2x the clients a Producer can). Clean handoffs protect margin and client trust. Accurate pipeline reporting enables Production capacity planning and Executive decision-making.","Build a sales team capable of scaling to 18+ clients, establish handoff discipline with Production, and deliver reliable pipeline forecasting to Executive team.",draft,[],Handoff compliance,Ben,N/A,80,90,95,100,text
Department,Sales,dg_sales_26_emgv,Ben Kusin,"Sales can't scale on hero effort with a 2-person team. To hit 18+ clients and $7M, we need to build the team—SVP of Sales to lead, Account Managers to own client relationships (each AM can handle 2x the clients a Producer can). Clean handoffs protect margin and client trust. Accurate pipeline reporting enables Production capacity planning and Executive decision-making.","Build a sales team capable of scaling to 18+ clients, establish handoff discipline with Production, and deliver reliable pipeline forecasting to Executive team.",draft,[],Pipeline report to Exec,Ben,N/A,Live,Live,±20%,±15%,text
Department,Sales,dg_sales_26_gfji,Ben Kusin,"Retention and expansion are cheaper than acquisition. NPS proves value to prospects and investors. Case studies are sales ammunition. If clients aren't successful and referenceable, PMF isn't proven—it's just revenue. Client success starts in the 2-month spec period and compounds through the full engagement.","Achieve 50+ NPS, publish 5 case studies, and retain 90%+ of clients past the spec period into full agreements.",draft,[],Client NPS Score,Ben,N/A,Baseline,40,45,50,text
Department,Sales,dg_sales_26_gfji,Ben Kusin,"Retention and expansion are cheaper than acquisition. NPS proves value to prospects and investors. Case studies are sales ammunition. If clients aren't successful and referenceable, PMF isn't proven—it's just revenue. Client success starts in the 2-month spec period and compounds through the full engagement.","Achieve 50+ NPS, publish 5 case studies, and retain 90%+ of clients past the spec period into full agreements.",draft,[],Case studies published,Ben,N/A,1,3,4,5,text
Department,Sales,dg_sales_26_gfji,Ben Kusin,"Retention and expansion are cheaper than acquisition. NPS proves value to prospects and investors. Case studies are sales ammunition. If clients aren't successful and referenceable, PMF isn't proven—it's just revenue. Client success starts in the 2-month spec period and compounds through the full engagement.","Achieve 50+ NPS, publish 5 case studies, and retain 90%+ of clients past the spec period into full agreements.",draft,[],Client retention (post-spec),Ben,N/A,Baseline,80,85,90,text
Department,Sales,dg_sales_26_iwoi,Ben Kusin,"Sales can't scale on hero effort with a 2-person team. To hit 18+ clients and $7M, we need to build the team—SVP of Sales to lead, Account Managers to own client relationships (each AM can handle 2x the clients a Producer can). Clean handoffs protect margin and client trust. Accurate pipeline reporting enables Production capacity planning and Executive decision-making.","Build a sales team capable of scaling to 18+ clients, establish handoff discipline with Production, and deliver reliable pipeline forecasting to Executive team.",draft,[],Sales team built,Ben,N/A,SVP search,SVP + 1 AM,1,4,text
Department,Sales,dg_sales_26_iwoi,Ben Kusin,"Sales can't scale on hero effort with a 2-person team. To hit 18+ clients and $7M, we need to build the team—SVP of Sales to lead, Account Managers to own client relationships (each AM can handle 2x the clients a Producer can). Clean handoffs protect margin and client trust. Accurate pipeline reporting enables Production capacity planning and Executive decision-making.","Build a sales team capable of scaling to 18+ clients, establish handoff discipline with Production, and deliver reliable pipeline forecasting to Executive team.",draft,[],Handoff compliance,Ben,N/A,80,90,95,100,text
Department,Sales,dg_sales_26_iwoi,Ben Kusin,"Sales can't scale on hero effort with a 2-person team. To hit 18+ clients and $7M, we need to build the team—SVP of Sales to lead, Account Managers to own client relationships (each AM can handle 2x the clients a Producer can). Clean handoffs protect margin and client trust. Accurate pipeline reporting enables Production capacity planning and Executive decision-making.","Build a sales team capable of scaling to 18+ clients, establish handoff discipline with Production, and deliver reliable pipeline forecasting to Executive team.",draft,[],Pipeline report to Exec,Ben,N/A,Live,Live,±20%,±15%,text
Department,Sales,dg_sales_26_pgb6,Ben Kusin,PMF requires proving Kartel works for different industries. Client count and vertical diversity demonstrate market demand; revenue proves the business model works. We need to close $7M in 2026 while covering 5 key verticals with referenceable clients. Every new client validates the 70% Problem thesis and creates proof points for the next deal. Spec engagements (unpaid) still deliver value—they allow other teams to build use cases and discover capacity limits.,"Sign 18+ enterprise spec engagements across 5 verticals, convert 75%+ to paying clients, and close $7M in revenue by end of 2026.",draft,[],Spec engagements signed,Ben,N/A,4,10,14,18,text
Department,Sales,dg_sales_26_pgb6,Ben Kusin,PMF requires proving Kartel works for different industries. Client count and vertical diversity demonstrate market demand; revenue proves the business model works. We need to close $7M in 2026 while covering 5 key verticals with referenceable clients. Every new client validates the 70% Problem thesis and creates proof points for the next deal. Spec engagements (unpaid) still deliver value—they allow other teams to build use cases and discover capacity limits.,"Sign 18+ enterprise spec engagements across 5 verticals, convert 75%+ to paying clients, and close $7M in revenue by end of 2026.",draft,[],Paying clients (post-spec),Ben,N/A,—,3,8,14,text
Department,Sales,dg_sales_26_pgb6,Ben Kusin,PMF requires proving Kartel works for different industries. Client count and vertical diversity demonstrate market demand; revenue proves the business model works. We need to close $7M in 2026 while covering 5 key verticals with referenceable clients. Every new client validates the 70% Problem thesis and creates proof points for the next deal. Spec engagements (unpaid) still deliver value—they allow other teams to build use cases and discover capacity limits.,"Sign 18+ enterprise spec engagements across 5 verticals, convert 75%+ to paying clients, and close $7M in revenue by end of 2026.",draft,[],Verticals with 2+ paying clients,Ben,N/A,—,2,4,5,text
Department,Sales,dg_sales_26_pgb6,Ben Kusin,PMF requires proving Kartel works for different industries. Client count and vertical diversity demonstrate market demand; revenue proves the business model works. We need to close $7M in 2026 while covering 5 key verticals with referenceable clients. Every new client validates the 70% Problem thesis and creates proof points for the next deal. Spec engagements (unpaid) still deliver value—they allow other teams to build use cases and discover capacity limits.,"Sign 18+ enterprise spec engagements across 5 verticals, convert 75%+ to paying clients, and close $7M in revenue by end of 2026.",draft,[],Revenue closed,Ben,N/A,1.5,3.5,5.5,7,text
